datetime_of_operation,image_path,image_name,classification_result,non_defect_prob,defect_prob,nominal_description,defective_description
2024-11-07T21:38:19.577249,layer292,layer292,Nominal,0.501,0.499,Image layer355: A nominal layer,Image layer265: A defective layer
2024-11-07T21:38:19.796383,layer293,layer293,Nominal,0.5,0.5,Image layer355: A nominal layer,Image layer26: A defective layer
2024-11-07T21:38:20.014557,layer294,layer294,Nominal,0.501,0.499,Image layer355: A nominal layer,Image layer192: A defective layer
2024-11-07T21:38:20.244967,layer295,layer295,Defective,0.5,0.5,Image layer355: A nominal layer,Image layer157: A defective layer
2024-11-07T21:38:20.465457,layer296,layer296,Nominal,0.5,0.5,Image layer355: A nominal layer,Image layer303: A defective layer
2024-11-07T21:38:20.679209,layer297,layer297,Nominal,0.501,0.499,Image layer355: A nominal layer,Image layer265: A defective layer
2024-11-07T21:38:20.895124,layer298,layer298,Defective,0.5,0.5,Image layer355: A nominal layer,Image layer192: A defective layer
2024-11-07T21:38:21.146649,layer299,layer299,Nominal,0.501,0.499,Image layer355: A nominal layer,Image layer265: A defective layer
2024-11-07T21:38:21.370418,layer300,layer300,Nominal,0.502,0.498,Image layer355: A nominal layer,Image layer157: A defective layer
2024-11-07T21:38:21.611637,layer301,layer301,Nominal,0.501,0.499,Image layer355: A nominal layer,Image layer265: A defective layer
2024-11-07T21:38:21.856402,layer302,layer302,Nominal,0.501,0.499,Image layer355: A nominal layer,Image layer157: A defective layer
2024-11-07T21:38:22.108097,layer316,layer316,Nominal,0.5,0.5,Image layer355: A nominal layer,Image layer58: A defective layer
2024-11-07T21:38:22.362615,layer317,layer317,Nominal,0.501,0.499,Image layer355: A nominal layer,Image layer265: A defective layer
2024-11-07T21:38:22.606454,layer318,layer318,Nominal,0.501,0.499,Image layer355: A nominal layer,Image layer265: A defective layer
2024-11-07T21:38:22.850080,layer319,layer319,Defective,0.498,0.502,Image layer355: A nominal layer,Image layer192: A defective layer
2024-11-07T21:38:23.100183,layer320,layer320,Nominal,0.5,0.5,Image layer355: A nominal layer,Image layer26: A defective layer
2024-11-07T21:38:23.361754,layer321,layer321,Nominal,0.5,0.5,Image layer355: A nominal layer,Image layer192: A defective layer
2024-11-07T21:38:23.593739,layer322,layer322,Nominal,0.501,0.499,Image layer355: A nominal layer,Image layer26: A defective layer
2024-11-07T21:38:23.929718,layer323,layer323,Nominal,0.5,0.5,Image layer355: A nominal layer,Image layer90: A defective layer
2024-11-07T21:38:24.294630,layer324,layer324,Nominal,0.501,0.499,Image layer355: A nominal layer,Image layer228: A defective layer
2024-11-07T21:38:24.640274,layer325,layer325,Defective,0.5,0.5,Image layer355: A nominal layer,Image layer192: A defective layer
2024-11-07T21:38:24.984127,layer326,layer326,Defective,0.498,0.502,Image layer355: A nominal layer,Image layer192: A defective layer
2024-11-07T21:38:25.329717,layer327,layer327,Nominal,0.501,0.499,Image layer355: A nominal layer,Image layer265: A defective layer
2024-11-07T21:38:25.669923,layer328,layer328,Nominal,0.501,0.499,Image layer355: A nominal layer,Image layer265: A defective layer
2024-11-07T21:38:26.017374,layer329,layer329,Nominal,0.501,0.499,Image layer355: A nominal layer,Image layer26: A defective layer
2024-11-07T21:38:26.365143,layer330,layer330,Defective,0.5,0.5,Image layer355: A nominal layer,Image layer157: A defective layer
2024-11-07T21:38:26.740287,layer331,layer331,Nominal,0.5,0.5,Image layer355: A nominal layer,Image layer265: A defective layer
2024-11-07T21:38:27.125251,layer332,layer332,Nominal,0.501,0.499,Image layer355: A nominal layer,Image layer265: A defective layer
2024-11-07T21:38:27.516987,layer333,layer333,Nominal,0.5,0.5,Image layer355: A nominal layer,Image layer192: A defective layer
2024-11-07T21:38:27.892183,layer334,layer334,Nominal,0.5,0.5,Image layer355: A nominal layer,Image layer26: A defective layer
2024-11-07T21:38:28.252672,layer335,layer335,Nominal,0.501,0.499,Image layer355: A nominal layer,Image layer303: A defective layer
2024-11-07T21:38:28.603078,layer336,layer336,Defective,0.5,0.5,Image layer355: A nominal layer,Image layer26: A defective layer
2024-11-07T21:38:28.880899,layer337,layer337,Defective,0.5,0.5,Image layer355: A nominal layer,Image layer58: A defective layer
2024-11-07T21:38:29.093281,layer338,layer338,Nominal,0.502,0.498,Image layer355: A nominal layer,Image layer265: A defective layer
2024-11-07T21:38:29.306162,layer339,layer339,Nominal,0.5,0.5,Image layer355: A nominal layer,Image layer192: A defective layer
2024-11-07T21:38:29.526604,layer340,layer340,Nominal,0.5,0.5,Image layer355: A nominal layer,Image layer192: A defective layer
2024-11-07T21:38:29.781642,layer341,layer341,Nominal,0.502,0.498,Image layer355: A nominal layer,Image layer265: A defective layer
2024-11-07T21:38:30.032770,layer356,layer356,Nominal,0.501,0.499,Image layer355: A nominal layer,Image layer123: A defective layer
2024-11-07T21:38:30.280112,layer357,layer357,Nominal,0.501,0.499,Image layer355: A nominal layer,Image layer157: A defective layer
2024-11-07T21:38:30.532081,layer358,layer358,Defective,0.5,0.5,Image layer355: A nominal layer,Image layer192: A defective layer
2024-11-07T21:38:30.790695,layer359,layer359,Nominal,0.501,0.499,Image layer355: A nominal layer,Image layer58: A defective layer
2024-11-07T21:38:31.037019,layer360,layer360,Nominal,0.5,0.5,Image layer355: A nominal layer,Image layer192: A defective layer
2024-11-07T21:38:31.277491,layer361,layer361,Nominal,0.501,0.499,Image layer355: A nominal layer,Image layer26: A defective layer
2024-11-07T21:38:31.526513,layer362,layer362,Nominal,0.501,0.499,Image layer355: A nominal layer,Image layer192: A defective layer
2024-11-07T21:38:31.769124,layer363,layer363,Nominal,0.501,0.499,Image layer355: A nominal layer,Image layer265: A defective layer
2024-11-07T21:38:31.985027,layer364,layer364,Nominal,0.501,0.499,Image layer355: A nominal layer,Image layer26: A defective layer
2024-11-07T21:38:32.199327,layer365,layer365,Defective,0.5,0.5,Image layer355: A nominal layer,Image layer26: A defective layer
2024-11-07T21:38:32.410467,layer366,layer366,Nominal,0.502,0.498,Image layer355: A nominal layer,Image layer123: A defective layer
2024-11-07T21:38:32.622979,layer367,layer367,Nominal,0.502,0.498,Image layer355: A nominal layer,Image layer157: A defective layer
2024-11-07T21:38:32.849359,layer368,layer368,Nominal,0.501,0.499,Image layer355: A nominal layer,Image layer192: A defective layer
2024-11-07T21:38:33.064240,layer369,layer369,Nominal,0.501,0.499,Image layer355: A nominal layer,Image layer265: A defective layer
2024-11-07T21:38:33.276013,layer370,layer370,Nominal,0.502,0.498,Image layer355: A nominal layer,Image layer265: A defective layer
2024-11-07T21:38:33.490733,layer371,layer371,Nominal,0.501,0.499,Image layer355: A nominal layer,Image layer26: A defective layer
2024-11-07T21:38:33.730951,layer372,layer372,Defective,0.499,0.501,Image layer355: A nominal layer,Image layer192: A defective layer
2024-11-07T21:38:33.972950,layer373,layer373,Nominal,0.502,0.498,Image layer355: A nominal layer,Image layer265: A defective layer
2024-11-07T21:38:34.217764,layer374,layer374,Nominal,0.5,0.5,Image layer355: A nominal layer,Image layer157: A defective layer
2024-11-07T21:38:34.463635,layer375,layer375,Nominal,0.501,0.499,Image layer355: A nominal layer,Image layer90: A defective layer
2024-11-07T21:38:34.706541,layer376,layer376,Nominal,0.501,0.499,Image layer355: A nominal layer,Image layer123: A defective layer
2024-11-07T21:38:34.961200,layer377,layer377,Nominal,0.501,0.499,Image layer355: A nominal layer,Image layer26: A defective layer
2024-11-07T21:38:35.204709,layer378,layer378,Nominal,0.501,0.499,Image layer355: A nominal layer,Image layer26: A defective layer
2024-11-07T21:38:35.444891,layer379,layer379,Nominal,0.501,0.499,Image layer355: A nominal layer,Image layer157: A defective layer
2024-11-07T21:38:35.692153,layer59,layer59,Defective,0.497,0.503,Image layer355: A nominal layer,Image layer228: A defective layer
2024-11-07T21:38:35.950456,layer60,layer60,Nominal,0.502,0.498,Image layer355: A nominal layer,Image layer265: A defective layer
2024-11-07T21:38:36.195000,layer61,layer61,Nominal,0.501,0.499,Image layer355: A nominal layer,Image layer26: A defective layer
2024-11-07T21:38:36.440140,layer62,layer62,Nominal,0.502,0.498,Image layer355: A nominal layer,Image layer123: A defective layer
2024-11-07T21:38:36.681990,layer91,layer91,Defective,0.499,0.501,Image layer355: A nominal layer,Image layer123: A defective layer
2024-11-07T21:38:36.936777,layer92,layer92,Defective,0.499,0.501,Image layer355: A nominal layer,Image layer265: A defective layer
2024-11-07T21:38:37.181238,layer93,layer93,Defective,0.499,0.501,Image layer355: A nominal layer,Image layer58: A defective layer
2024-11-07T21:38:37.422107,layer94,layer94,Nominal,0.501,0.499,Image layer355: A nominal layer,Image layer192: A defective layer
2024-11-07T21:38:37.662748,layer95,layer95,Nominal,0.502,0.498,Image layer355: A nominal layer,Image layer157: A defective layer
2024-11-07T21:38:37.917422,layer124,layer124,Defective,0.499,0.501,Image layer355: A nominal layer,Image layer192: A defective layer
2024-11-07T21:38:38.167287,layer125,layer125,Defective,0.499,0.501,Image layer355: A nominal layer,Image layer157: A defective layer
2024-11-07T21:38:38.413289,layer126,layer126,Defective,0.497,0.503,Image layer355: A nominal layer,Image layer123: A defective layer
2024-11-07T21:38:38.664525,layer127,layer127,Nominal,0.501,0.499,Image layer355: A nominal layer,Image layer157: A defective layer
2024-11-07T21:38:38.991314,layer128,layer128,Nominal,0.501,0.499,Image layer355: A nominal layer,Image layer265: A defective layer
2024-11-07T21:38:39.374249,layer129,layer129,Nominal,0.501,0.499,Image layer355: A nominal layer,Image layer26: A defective layer
2024-11-07T21:38:39.754268,layer158,layer158,Defective,0.499,0.501,Image layer355: A nominal layer,Image layer228: A defective layer
2024-11-07T21:38:40.133501,layer159,layer159,Defective,0.497,0.503,Image layer355: A nominal layer,Image layer228: A defective layer
2024-11-07T21:38:40.474263,layer160,layer160,Defective,0.498,0.502,Image layer355: A nominal layer,Image layer192: A defective layer
2024-11-07T21:38:40.814714,layer161,layer161,Defective,0.499,0.501,Image layer355: A nominal layer,Image layer228: A defective layer
2024-11-07T21:38:41.187551,layer162,layer162,Nominal,0.5,0.5,Image layer355: A nominal layer,Image layer265: A defective layer
2024-11-07T21:38:41.532109,layer163,layer163,Nominal,0.501,0.499,Image layer355: A nominal layer,Image layer26: A defective layer
2024-11-07T21:38:41.885058,layer164,layer164,Nominal,0.501,0.499,Image layer355: A nominal layer,Image layer157: A defective layer
2024-11-07T21:38:42.279513,layer193,layer193,Defective,0.498,0.502,Image layer355: A nominal layer,Image layer192: A defective layer
2024-11-07T21:38:42.662633,layer194,layer194,Defective,0.499,0.501,Image layer355: A nominal layer,Image layer26: A defective layer
2024-11-07T21:38:43.042768,layer195,layer195,Defective,0.498,0.502,Image layer355: A nominal layer,Image layer342: A defective layer
2024-11-07T21:38:43.432525,layer196,layer196,Defective,0.496,0.504,Image layer355: A nominal layer,Image layer26: A defective layer
2024-11-07T21:38:43.777160,layer197,layer197,Defective,0.498,0.502,Image layer355: A nominal layer,Image layer123: A defective layer
2024-11-07T21:38:44.066097,layer198,layer198,Nominal,0.502,0.498,Image layer355: A nominal layer,Image layer265: A defective layer
2024-11-07T21:38:44.283134,layer199,layer199,Defective,0.5,0.5,Image layer355: A nominal layer,Image layer192: A defective layer
2024-11-07T21:38:44.511021,layer200,layer200,Nominal,0.502,0.498,Image layer355: A nominal layer,Image layer123: A defective layer
2024-11-07T21:38:44.725372,layer229,layer229,Defective,0.498,0.502,Image layer355: A nominal layer,Image layer123: A defective layer
2024-11-07T21:38:44.936689,layer230,layer230,Defective,0.498,0.502,Image layer355: A nominal layer,Image layer192: A defective layer
2024-11-07T21:38:45.152246,layer231,layer231,Defective,0.498,0.502,Image layer355: A nominal layer,Image layer58: A defective layer
2024-11-07T21:38:45.362652,layer232,layer232,Defective,0.499,0.501,Image layer355: A nominal layer,Image layer228: A defective layer
2024-11-07T21:38:45.589126,layer233,layer233,Defective,0.498,0.502,Image layer355: A nominal layer,Image layer192: A defective layer
2024-11-07T21:38:45.800140,layer234,layer234,Defective,0.499,0.501,Image layer355: A nominal layer,Image layer265: A defective layer
2024-11-07T21:38:46.014183,layer235,layer235,Nominal,0.502,0.498,Image layer355: A nominal layer,Image layer265: A defective layer
2024-11-07T21:38:46.225281,layer236,layer236,Nominal,0.502,0.498,Image layer355: A nominal layer,Image layer123: A defective layer
2024-11-07T21:38:46.450895,layer237,layer237,Defective,0.5,0.5,Image layer355: A nominal layer,Image layer26: A defective layer
2024-11-07T21:38:46.664471,layer266,layer266,Defective,0.496,0.504,Image layer355: A nominal layer,Image layer26: A defective layer
2024-11-07T21:38:46.877179,layer267,layer267,Defective,0.498,0.502,Image layer355: A nominal layer,Image layer228: A defective layer
2024-11-07T21:38:47.124157,layer268,layer268,Defective,0.499,0.501,Image layer355: A nominal layer,Image layer303: A defective layer
2024-11-07T21:38:47.373178,layer269,layer269,Defective,0.498,0.502,Image layer355: A nominal layer,Image layer26: A defective layer
2024-11-07T21:38:47.630499,layer270,layer270,Defective,0.498,0.502,Image layer355: A nominal layer,Image layer26: A defective layer
2024-11-07T21:38:47.871057,layer271,layer271,Defective,0.498,0.502,Image layer355: A nominal layer,Image layer228: A defective layer
2024-11-07T21:38:48.117499,layer272,layer272,Defective,0.498,0.502,Image layer355: A nominal layer,Image layer228: A defective layer
2024-11-07T21:38:48.361632,layer273,layer273,Nominal,0.501,0.499,Image layer355: A nominal layer,Image layer192: A defective layer
2024-11-07T21:38:48.617552,layer274,layer274,Nominal,0.502,0.498,Image layer355: A nominal layer,Image layer265: A defective layer
2024-11-07T21:38:48.856899,layer275,layer275,Nominal,0.501,0.499,Image layer355: A nominal layer,Image layer265: A defective layer
2024-11-07T21:38:49.100785,layer304,layer304,Defective,0.499,0.501,Image layer355: A nominal layer,Image layer265: A defective layer
2024-11-07T21:38:49.322958,layer305,layer305,Defective,0.499,0.501,Image layer355: A nominal layer,Image layer192: A defective layer
2024-11-07T21:38:49.554121,layer306,layer306,Defective,0.497,0.503,Image layer355: A nominal layer,Image layer123: A defective layer
2024-11-07T21:38:49.767505,layer307,layer307,Defective,0.499,0.501,Image layer355: A nominal layer,Image layer157: A defective layer
2024-11-07T21:38:49.986880,layer308,layer308,Defective,0.499,0.501,Image layer355: A nominal layer,Image layer265: A defective layer
2024-11-07T21:38:50.238728,layer309,layer309,Defective,0.498,0.502,Image layer355: A nominal layer,Image layer123: A defective layer
2024-11-07T21:38:50.490506,layer310,layer310,Defective,0.499,0.501,Image layer355: A nominal layer,Image layer123: A defective layer
2024-11-07T21:38:50.748600,layer311,layer311,Defective,0.498,0.502,Image layer355: A nominal layer,Image layer58: A defective layer
2024-11-07T21:38:50.990463,layer312,layer312,Nominal,0.5,0.5,Image layer355: A nominal layer,Image layer157: A defective layer
2024-11-07T21:38:51.252158,layer313,layer313,Nominal,0.501,0.499,Image layer355: A nominal layer,Image layer265: A defective layer
2024-11-07T21:38:51.472919,layer314,layer314,Nominal,0.501,0.499,Image layer355: A nominal layer,Image layer265: A defective layer
2024-11-07T21:38:51.701680,layer343,layer343,Defective,0.497,0.503,Image layer355: A nominal layer,Image layer192: A defective layer
2024-11-07T21:38:51.918281,layer344,layer344,Defective,0.498,0.502,Image layer355: A nominal layer,Image layer192: A defective layer
2024-11-07T21:38:52.162227,layer345,layer345,Defective,0.498,0.502,Image layer355: A nominal layer,Image layer265: A defective layer
2024-11-07T21:38:52.408497,layer346,layer346,Defective,0.499,0.501,Image layer355: A nominal layer,Image layer265: A defective layer
2024-11-07T21:38:52.668698,layer347,layer347,Defective,0.499,0.501,Image layer355: A nominal layer,Image layer123: A defective layer
2024-11-07T21:38:52.911389,layer348,layer348,Defective,0.499,0.501,Image layer355: A nominal layer,Image layer157: A defective layer
2024-11-07T21:38:53.166175,layer349,layer349,Defective,0.499,0.501,Image layer355: A nominal layer,Image layer123: A defective layer
2024-11-07T21:38:53.408830,layer350,layer350,Defective,0.499,0.501,Image layer355: A nominal layer,Image layer26: A defective layer
2024-11-07T21:38:53.654620,layer351,layer351,Defective,0.498,0.502,Image layer355: A nominal layer,Image layer157: A defective layer
2024-11-07T21:38:53.911404,layer352,layer352,Nominal,0.501,0.499,Image layer355: A nominal layer,Image layer265: A defective layer
2024-11-07T21:38:54.278487,layer353,layer353,Nominal,0.502,0.498,Image layer355: A nominal layer,Image layer265: A defective layer
2024-11-07T21:38:54.668250,layer354,layer354,Nominal,0.501,0.499,Image layer355: A nominal layer,Image layer157: A defective layer
